name,title,agency,acronym,division_path,phone,phone_2,division_phone,fax,address,city,state,zip,section,vacant,name_source,other_source_name
Jerome White,Administrator for County Clerk Operations,County Clerk,,County Clerk - Queens County,,,(718) 298-0601,,88-11 Sutphin Blvd.,Jamaica,NY,11435,County,,Green Book,
(vacant),Assistant Commissioner,Transportation,DOT,Office of the First Deputy Commissioner > Division of Bridges > Bridge Management & Support Services Bureau,(212) 839-6331,,,,55 Water St.,New York,NY,10041,City,yes,Green Book,
Taiwo Onabanjo,Executive Director of Human Resources,"Human Rights, City Commission on",CCHR,Administration,(212) 416-0191,,,,22 Reade St.,New York,NY,10007,City,,Green Book,
Brent Taylor,"Assistant Commissioner, Fleet Services and Operations",Citywide Administrative Services,DCAS,Citywide Fleet Management,(212) 386-0276,,,,1 Centre St.,New York,NY,10007,City,,Green Book,
Katrina Porter,"Deputy Commissioner, Human Capital",Citywide Administrative Services,DCAS,Citywide Human Capital,(212) 386-0341,,(212) 669-7155,,1 Centre St.,New York,NY,10007,City,,Green Book,
Laura Bowman,Assistant Commissioner of Training and Investigations,Investigation,DOI,,(212) 825-2469,,,,180 Maiden Lane,New York,NY,10038,City,,Green Book,
Jessica Haaz,Inspector General,Investigation,DOI,Investigations Division: Office of the Inspectors General > Vendor Integrity,(212) 825-7316,,,,180 Maiden Lane,New York,NY,10038,City,,Green Book,
Yakeisha Blair,Administrator for Jury Operations,County Clerk,,County Clerk - Queens County,,,(718) 298-0601,,88-11 Sutphin Blvd.,Jamaica,NY,11435,County,,Green Book,
Andrew Sein,Inspector General,Investigation,DOI,Investigations Division: Office of the Inspectors General > Squad 5 - Inspector General,(212) 825-6859,,,,180 Maiden Lane,New York,NY,10038,City,,Green Book,
Eleonora Rivkin,Inspector General,Investigation,DOI,Investigations Division: Office of the Inspectors General > Squad 5 - Inspector General,(212) 825-2889,,,,180 Maiden Lane,New York,NY,10038,City,,Green Book,
Yvonne Quintian,Associate Director,"Management & Budget, Office of",OMB,,,,,,255 Greenwich St.,New York,NY,10007,City,,Green Book,
Shayvonne Nathaniel,"Executive Director, Human Resources",Investigation,DOI,Operations Division,(212) 825-5939,,,,180 Maiden Lane,New York,NY,10038,City,,Green Book,
Aldith Chambers,"Director, Vendex Unit",Investigation,DOI,City Investigative Services,(212) 825-6812,,(212) 442-5073,,83 Maiden Lane,New York,NY,10038,City,,Green Book,
Terence McCormick,"Assistant Commissioner, Architecture & Engineering","Parks, NYC",,Capital Projects,(646) 939-9416,,(718) 760-6600,,"Olmsted Center, Flushing Meadows Corona Park",Corona,NY,11368,City,,Green Book,
Nellie Afshar,First Deputy Commissioner,"Health & Mental Hygiene, Department of",DOHMH,,(347) 396-4505,,,,42-09 28th St.,Long Island City,NY,11101,City,,Green Book,
Wendy Wan R.A.,Borough Commissioner,Buildings,DOB,Development & Technical Affairs > Central Development Programs,(212) 393-2895,,,,280 Broadway,New York,NY,10007,City,,Green Book,
Jason Razefsky,Chief of Staff,Buildings,DOB,,(212) 323-8940,,,,280 Broadway,New York,NY,10007,City,,Green Book,
"Mona Sehgal, Esq",Associate Commissioner and General Counsel,Buildings,DOB,Policy and Legal Affairs,,,,,280 Broadway,New York,NY,10007,City,,Green Book,
Cesar Bencosme,Deputy Commissioner Tax Audit & Enforcement,Finance,DOF,Tax Audit & Enforcement Division,(718) 488-2228,,,,375 Pearl St.,New York,NY,10038,City,,Green Book,
Eileen Mullarkey,"Associate Commissioner, Bureau of Social Services","Aging, Department for the",,Programs,(212) 602-4245,,,,2 Lafayette St.,New York,NY,10007,City,,Green Book,
Akeem Ayinde,"Tax Audit, Assistant Commissioner",Finance,DOF,Tax Audit & Enforcement Division,(212) 748-8115,,,,375 Pearl St.,New York,NY,10038,City,,Green Book,
"Jamell Isidor, Esq","Assistant Commissioner, Administrative Policy and Enforcement",Buildings,DOB,Policy and Legal Affairs,(212) 393-2734,,,,280 Broadway,New York,NY,10007,City,,Green Book,
Dorecia Phillip,"Assistant Commissioner, Regulatory Affairs and Policy Development",Buildings,DOB,Policy and Legal Affairs,(212) 393-2734,,,,280 Broadway,New York,NY,10007,City,,Green Book,
Rita J. Mella,Surrogate,New York State Surrogate's Court - New York County,,,,,,,31 Chambers St.,New York,NY,10007,Courts,,Green Book,
Scott Pavan R.A.,Borough Commissioner,Buildings,DOB,Development & Technical Affairs > Development HUB,(212) 393-2856,,(212) 393-2881,,280 Broadway,New York,NY,10007,City,,Green Book,
Irene Mendez JD,General Counsel,"Health & Mental Hygiene, Department of",DOHMH,Office of the General Counsel,(347) 396-6116,,,,42-09 28th St.,Long Island City,NY,11101,City,,Green Book,
"Ryan Wanttaja, Esq.",General Counsel,Transportation,DOT,Division of Legal Affairs > Office of the General Counsel,(212) 839-6500,,,,55 Water St.,New York,NY,10041,City,,Green Book,
"N. Patricia Browne, Esq.",Deputy General Counsel,Transportation,DOT,Division of Legal Affairs > Office of the General Counsel,(212) 839-6500,,,,55 Water St.,New York,NY,10041,City,,Green Book,
Mark Neal,Chief People Officer,Human Resources Administration / Department of Social Services,HRA DSS,DSS Office of the Chief People Officer,(929) 221-5488,,,,150 Greenwich St.,New York,NY,10007,City,,Green Book,
Joseph Ackroyd P.E.,"Assistant Commissioner, Technical Affairs & Code Development",Buildings,DOB,Development & Technical Affairs > Technical Affairs,(212) 393-2031,,(212) 393-2043,,280 Broadway,New York,NY,10007,City,,Green Book,
Keith Wen R.A.,"Assistant Commissioner, Code & Zoning Interpretation",Buildings,DOB,Development & Technical Affairs > Technical Affairs,(212) 393-2121,,(212) 393-2043,,280 Broadway,New York,NY,10007,City,,Green Book,
Ferron Pinnock,"Assistant Commissioner, Development Inspections",Buildings,DOB,Development & Technical Affairs > Development Inspections,(212) 393-2966,,(212) 393-2999,,280 Broadway,New York,NY,10007,City,,Green Book,
James Conroy,General Counsel,"Correction, Department of",DOC,Office of the General Counsel/Deputy Commissioner of Legal Affairs,(718) 546-0955,,,,75-20 Astoria Blvd.,East Elmhurst,NY,11370,City,,Green Book,
April Turner,"Deputy Commissioner, IT Service Management Services",Human Resources Administration / Department of Social Services,HRA DSS,DSS Office of Information Technology Services,(718) 510-8267,,,,150 Greenwich St.,New York,NY,10007,City,,Green Book,
Cheryl Leon,"Associate Commissioner, Borough Operations",Buildings,DOB,Development & Technical Affairs > Borough Operations,,,,,280 Broadway,New York,NY,10007,City,,Green Book,
Julio Useche,Chief Technology Officer,Transportation,DOT,Office of the Executive Deputy Commissioner > IT & Telecom,(212) 839-8163,,,,55 Water St.,New York,NY,10041,City,,Green Book,
Galit Hershkovich-Kim,"Deputy Commissioner, Adult Protective Services",Human Resources Administration / Department of Social Services,HRA DSS,HRA Office of Special Services,(929) 252-6100,,,(212) 896-5735,150 Greenwich St.,New York,NY,10007,City,,Green Book,
Richard Whint,"Assistant Commissioner, Inspections Quality Assurance",Buildings,DOB,Development & Technical Affairs > Inspections Quality Assurance,(212) 393-2275,,(212) 393-2999,,280 Broadway,New York,NY,10007,City,,Green Book,
Timothy Keenan,Chief in Charge,Fire Department,FDNY,Bureau of Training > Fire Academy,(212) 570-4313,,,,Randall's Island,New York,NY,10035,City,,Green Book,
"Joseph P. Fuccillo, Esq.",Deputy General Counsel,Transportation,DOT,Division of Legal Affairs > Office of the General Counsel,(212) 839-6500,,,,55 Water St.,New York,NY,10041,City,,Green Book,
James Saunders,"Deputy Commissioner, Health Affairs, Compliance and Quality","Correction, Department of",DOC,"Division of Health Affairs, Compliance and Quality",(718) 546-0405,,,,75-20 Astoria Blvd.,East Elmhurst,NY,11370,City,,Green Book,
Constadino (Gus) Sirakis P.E.,Deputy Commissioner,Buildings,DOB,Development & Technical Affairs,,,,,280 Broadway,New York,NY,10007,City,,Green Book,
Bill Dorante,"Deputy Commissioner, Fiscal Operations","Homeless Services, Department of",DHS,DSS Office of Program Performance and Financial Management,(929) 221-6225,,,,33 Beaver St.,New York,NY,10004,City,,Green Book,
Gina Bocra R.A.,Chief Sustainability Officer,Buildings,DOB,Sustainability,,,,,280 Broadway,New York,NY,10007,City,,Green Book,
Guillermo Patino,Deputy Commissioner Policy and Legal Affairs,Buildings,DOB,Policy and Legal Affairs,(212) 323-8071,,,,280 Broadway,New York,NY,10007,City,,Green Book,
Charles Jackson,Deputy Commissioner,Fire Department,FDNY,Bureau of Technology Development and Systems,(718) 999-3130,,,,9 MetroTech Center,Brooklyn,NY,11201,City,,Green Book,
Laura Popa,Deputy Commissioner,Buildings,DOB,Sustainability,(212) 393-2134,,,,280 Broadway,New York,NY,10007,City,,Green Book,
Reda Shehata R.A.,Borough Commissioner,Buildings,DOB,Development & Technical Affairs > Brooklyn Borough Office,(718) 488-2389,,(718) 802-3675,,345 Adams St.,Brooklyn,NY,11201,City,,Green Book,
Ricardo Rodriguez,Assistant Commissioner,Transportation,DOT,Office of the Chief Strategy Officer > Intergovernmental & Community Affairs,(212) 839-6445,,,(212) 839-4249,55 Water St.,New York,NY,10041,City,,Green Book,
Claudette Workman,"Assistant Commissioner, Special Events",Transportation,DOT,Office of the First Deputy Commissioner > Division of Sidewalks & Inspection Management > Office of Special Events & Banner Unit,(212) 839-6620,,,,55 Water St.,New York,NY,10041,City,,Green Book,
Patti Murphy,Executive Director,"Fire Museum, NYC",,,,,,,278 Spring St.,New York,NY,10013,City,,Green Book,
Jill Hrubecky P.E.,"Assistant Commissioner, Engineering Services",Buildings,DOB,Enforcement,(212) 393-2634,,,,280 Broadway,New York,NY,10007,City,,Green Book,
Jelani Watkins,Chief Financial Officer and Corporate Treasurer,Brooklyn Bridge Park Corporation,,,(718) 650-5943,,,,334 Furman St.,Brooklyn,NY,11201,City,,Green Book,
William Schaeffer,Inspector General,Investigation,DOI,Investigations Division: Office of the Inspectors General > Squad 9 - Inspector General,(718) 901-6600,,,,180 Maiden Lane,New York,NY,10038,City,,Green Book,
Geovanni Arroyo,Chief Information Officer,Investigation,DOI,Operations Division,(212) 825-2420,,,,180 Maiden Lane,New York,NY,10038,City,,Green Book,
Prashant Thakker,Deputy Commissioner & Chief Information Officer,Housing Preservation & Development,HPD,Office of First Deputy Commissioner,(212) 863-7872,,,,100 Gold St.,New York,NY,10038,City,,Green Book,
Cherry Bailey,Chief,Sanitation,DSNY,Operations > Safety and Training,(718) 758-7926,,,,3200 Flatbush Ave.,Brooklyn,NY,11234,City,,Green Book,
Patrick Love,Deputy Commissioner,Housing Preservation & Development,HPD,Office of Development,(212) 863-8578,,,(212) 863-5045,100 Gold St.,New York,NY,10038,City,,Green Book,
Juan Arias,"Assistant Commissioner, Construction Safety",Buildings,DOB,Enforcement,(212) 393-2741,,,,280 Broadway,New York,NY,10007,City,,Green Book,
(vacant),Director of Operations,Transportation,DOT,Office of the First Deputy Commissioner,(212) 839-6417,,,,55 Water St.,New York,NY,10041,City,yes,Green Book,
(vacant),"Director, Communications",Borough President - Brooklyn,,,(718) 802-3898,,,,209 Joralemon St.,Brooklyn,NY,11201,City,yes,Green Book,
Yegal Shamash P.E.,First Deputy Commissioner,Buildings,DOB,,(212) 393-2609,,,,280 Broadway,New York,NY,10007,City,,Green Book,
(vacant),Chief of Staff,Youth and Community Development,DYCD,,(646) 343-6065,,,,2 Lafayette St.,New York,NY,10007,City,yes,Green Book,
Arif Khan,Assistant Commissioner of Finance,"Medical Examiner, Office of Chief",OCME,,(212) 323-1367,,,,421 E. 26th St.,New York,NY,10016,City,,Green Book,
Frank McCarton,"Assistant Commissioner, Emergency Services",Buildings,DOB,Enforcement,(212) 393-2024,,,,280 Broadway,New York,NY,10007,City,,Green Book,
Amy Kleitman,General Counsel and Corporate Secretary,Brooklyn Bridge Park Corporation,,,(718) 650-5922,,,,334 Furman St.,Brooklyn,NY,11201,City,,Green Book,
Francesca Perrone,"Director, Policy",Borough President - Brooklyn,,,(718) 802-3804,,,,209 Joralemon St.,Brooklyn,NY,11201,City,,Green Book,
Reynaldo Hylton,"Assistant Commissioner, Enforcement Inspections",Buildings,DOB,Enforcement,(212) 393-2014,,,,280 Broadway,New York,NY,10007,City,,Green Book,
Ann Petterson,Inspector General,Investigation,DOI,Investigations Division: Office of the Inspectors General > Squad 4 - Inspector General,(212) 825-2826,,,,180 Maiden Lane,New York,NY,10038,City,,Green Book,
Caroline Johnson,Associate Commissioner/Chief Compliance Officer,Housing Preservation & Development,HPD,Office of Compliance and Risk Management,(212) 863-5478,,,,100 Gold St.,New York,NY,10038,City,,Green Book,
Vincent Pullo,Agency Chief Contracting Officer,"Homeless Services, Department of",DHS,DSS Office of Legal Affairs,(929) 221-6347,,,,33 Beaver St.,New York,NY,10004,City,,Green Book,
Michael Uvaydov,Records Access Officer,"Employees Retirement System Board of Trustees, NYC",NYCERS,,(347) 643-3750,,,,335 Adams St.,Brooklyn,NY,11201,City,,Green Book,
Deborah Brown,Senior Vice President,"Health + Hospitals NYC, (NYC H+H)",,Division of External & Regulatory Affairs/Office of Communications & Marketing,(646) 815-4114,,,,50 Water St.,New York,NY,10004,City,,Green Book,
(vacant),"Assistant Commissioner, Bureau of Investigations and Trials",Fire Department,FDNY,Legal Affairs,(718) 999-2110,,,,9 MetroTech Center,Brooklyn,NY,11201,City,yes,Green Book,
Tamer Hadi MS,Assistant Commissioner,"Health & Mental Hygiene, Department of",DOHMH,Office of Emergency Preparedness and Response > Bureau of Healthcare & Community Readiness,(347) 396-2769,,,,42-09 28th St.,Long Island City,NY,11101,City,,Green Book,
Lamar Fenton,"Vice President, Asset Management","Housing Authority, NYC",NYCHA,Real Estate,(212) 306-4024,,,,90 Church St.,New York,NY,10007,City,,Green Book,
(vacant),Internal Audit & Assessment,"Housing Authority, NYC",NYCHA,,(212) 306-8484,,,,90 Church St.,New York,NY,10007,City,yes,Green Book,
Alfred Ferguson,"Vice President, Waste Management Department","Housing Authority, NYC",NYCHA,Operations,(718) 707-5359,,,,90 Church St.,New York,NY,10007,City,,Green Book,
Sonya Russell,"Interim Depty Commn'r, Shelter Operations for Single Adults, Adult Families and Special Population","Homeless Services, Department of",DHS,DHS Office of Shelter Operations,(212) 607-6207,,,,33 Beaver St.,New York,NY,10004,City,,Green Book,
Barbara Brancaccio,Executive Vice President & Chief Communications Officer,"Housing Authority, NYC",NYCHA,,(212) 306-6083,,,,90 Church St.,New York,NY,10007,City,,Green Book,
Adam Phillips,First Deputy Commissioner,Housing Preservation & Development,HPD,Office of First Deputy Commissioner,(212) 863-7708,,,,100 Gold St.,New York,NY,10038,City,,Green Book,
Talya Schwartz,President & Chief Executive Officer,"Health + Hospitals NYC, (NYC H+H)",,Metroplus Health,(212) 908-8403,,,,50 Water St.,New York,NY,10004,City,,Green Book,
Monica Marquez MPH,Assistant Commissioner,"Health & Mental Hygiene, Department of",DOHMH,Office of Emergency Preparedness and Response > Bureau of Grants Management and Administration,(347) 396-2730,,,,42-09 28th St.,Long Island City,NY,11101,City,,Green Book,
Rebecca Chasan,Special Counsel,Investigation,DOI,General Counsel,(212) 806-5234,,,,180 Maiden Lane,New York,NY,10038,City,,Green Book,
Kevin McAnulty P.E.,Associate Deputy Commissioner,Transportation,DOT,"Office of the First Deputy Commissioner > Division of Bridges > Bridge Maintenance, Inspections & Operations Bureau",(212) 839-4081,,,,55 Water St.,New York,NY,10041,City,,Green Book,
Eric Robinson,NYPD Liaison,"Emergency Management, NYC",NYCEM,Bureaus and ASOs > Response Bureau,,,,,165 Cadman Plaza East,Brooklyn,NY,11201,City,,Green Book,
Sheshe Segar CCPO,"Executive Director, Finance & Chief Contracting Diversity Officer","Human Rights, City Commission on",CCHR,Administration,(212) 416-0123,,,,22 Reade St.,New York,NY,10007,City,,Green Book,
Calcedonio Bruno,Vice President Technical Services,"Housing Authority, NYC",NYCHA,Operations,(212) 306-8589,,,,90 Church St.,New York,NY,10007,City,,Green Book,
Eric Phillips,Vice President for Policy,"Housing Authority, NYC",NYCHA,,(212) 306-4180,,,,90 Church St.,New York,NY,10007,City,,Green Book,
Nicholas Lamberti,"Assistant Commissioner, Dispatch Operations",Fire Department,FDNY,Bureau of Support Operations,(718) 999-1706,,,,9 MetroTech Center,Brooklyn,NY,11201,City,,Green Book,
Matthew Charney,"Vice President, Design & Construction","Housing Authority, NYC",NYCHA,Real Estate,(212) 306-4019,,,,90 Church St.,New York,NY,10007,City,,Green Book,
Richard Solivan,"Vice President, Elevator Services & Repair","Housing Authority, NYC",NYCHA,Operations,(718) 707-5776,,,,90 Church St.,New York,NY,10007,City,,Green Book,
Rudy Murillo,"Vice President, Emergency Management and Services Department","Housing Authority, NYC",NYCHA,Operations,(718) 707-7744,,,,90 Church St.,New York,NY,10007,City,,Green Book,
